日期/时间,开盘价,最高价,最低价,收盘价,总手,持仓/成交额,结算/均价
2012-11-29 00:00:00,2799.96,2822.33,2768.35,2774.18,1754478720,13291124736,0.00
2012-11-30 00:00:00,2773.23,2818.04,2765.79,2816.62,1898035712,13340703744,0.00
2012-12-03 00:00:00,2816.30,2829.84,2746.49,2749.13,2111501568,15089198080,0.00
2012-12-04 00:00:00,2739.50,2786.13,2704.37,2783.41,2274039552,16588532736,0.00
2012-12-05 00:00:00,2775.41,2904.65,2767.05,2886.19,3798793216,27297619968,0.00
2012-12-06 00:00:00,2884.81,2902.07,2866.89,2884.35,2838703104,20686905344,0.00
2012-12-07 00:00:00,2883.16,2954.69,2875.84,2950.19,3919363072,27730753536,0.00
2012-12-10 00:00:00,2951.00,3004.54,2942.49,3002.23,4045053184,29732124672,0.00
2012-12-11 00:00:00,2993.38,3014.07,2978.74,2982.03,3511947008,25938556928,0.00
2012-12-12 00:00:00,2978.72,2997.92,2952.39,2982.89,2738800640,20403664896,0.00
2012-12-13 00:00:00,2976.58,2989.15,2941.55,2943.28,2677707776,19103184896,0.00
2012-12-14 00:00:00,2939.31,3069.06,2939.15,3066.23,5254033920,38111891456,0.00
2012-12-17 00:00:00,3073.92,3098.61,3063.49,3091.88,5260639232,40357744640,0.00
2012-12-18 00:00:00,3087.32,3124.56,3067.86,3086.58,4699305472,35977224192,0.00
2012-12-19 00:00:00,3082.38,3109.94,3074.95,3099.09,3687618304,28573409280,0.00
2012-12-20 00:00:00,3092.93,3111.20,3063.32,3108.86,3691136768,28583135232,0.00
2012-12-21 00:00:00,3110.82,3144.26,3089.09,3101.07,3914126080,32326270976,0.00
2012-12-24 00:00:00,3093.97,3120.73,3090.41,3117.70,2908388608,24764704768,0.00
2012-12-25 00:00:00,3110.97,3197.72,3102.61,3189.09,5286285312,41031778304,0.00
2012-12-26 00:00:00,3187.20,3228.80,3183.95,3228.68,4680000000,37198635008,0.00
2012-12-27 00:00:00,3232.79,3244.94,3198.91,3199.48,4722372608,38346715136,0.00
2012-12-28 00:00:00,3195.20,3235.59,3187.09,3235.20,4131622912,33393659904,0.00
2012-12-31 00:00:00,3242.96,3275.86,3236.63,3275.86,4741584384,38366384128,0.00
2012-12-31 00:00:00,3242.96,3275.86,3236.63,3275.86,4741584384,38366384128,0.00
2013-01-04 00:00:00,3297.04,3304.76,3226.95,3258.25,4617085440,38348980224,0.00
2013-01-07 00:00:00,3253.67,3288.65,3245.46,3288.37,4273112320,36303732736,0.00
2013-01-08 00:00:00,3288.12,3331.67,3270.76,3327.04,5196382720,44519415808,0.00
2013-01-09 00:00:00,3321.76,3352.04,3306.82,3335.07,5092739584,43568058368,0.00
2013-01-10 00:00:00,3335.09,3368.01,3329.93,3356.71,4790195712,39408455680,0.00
2013-01-11 00:00:00,3357.47,3360.41,3270.50,3271.27,5130053632,42629275648,0.00
2013-01-14 00:00:00,3264.15,3385.46,3262.57,3383.07,5564760064,48404860928,0.00
2013-01-15 00:00:00,3390.33,3462.94,3389.78,3450.90,6936897024,61177581568,0.00
2013-01-16 00:00:00,3448.28,3462.59,3400.20,3440.87,5972449792,53030080512,0.00
2013-01-17 00:00:00,3444.47,3452.37,3399.66,3405.15,4514013696,39684263936,0.00
2013-01-18 00:00:00,3416.45,3464.57,3406.60,3464.57,5111861248,44339888128,0.00
2013-01-21 00:00:00,3475.20,3492.22,3458.87,3491.12,5378953216,45819879424,0.00
2013-01-22 00:00:00,3487.57,3487.57,3417.41,3435.25,5069134336,44787425280,0.00
2013-01-23 00:00:00,3422.77,3451.26,3393.32,3441.71,4335737344,38051250176,0.00
2013-01-24 00:00:00,3442.62,3473.98,3354.54,3369.73,5717496832,49520340992,0.00
2013-01-25 00:00:00,3363.43,3382.77,3346.24,3364.16,3672972032,33072637952,0.00
2013-01-28 00:00:00,3362.47,3449.74,3362.22,3449.74,4534615552,41616228352,0.00
2013-01-29 00:00:00,3451.66,3488.82,3447.82,3479.70,4825887232,44292988928,0.00
2013-01-30 00:00:00,3482.57,3497.73,3462.37,3494.76,5182713344,44990140416,0.00
2013-01-31 00:00:00,3497.28,3499.15,3463.20,3478.82,4796979712,42537103360,0.00
2013-02-01 00:00:00,3471.27,3507.83,3462.68,3507.83,4792548864,42185117696,0.00
2013-02-04 00:00:00,3517.46,3524.04,3467.02,3484.76,5593744384,50387988480,0.00
2013-02-05 00:00:00,3466.59,3520.54,3457.43,3520.54,4704915456,40735395840,0.00
2013-02-06 00:00:00,3521.66,3555.94,3521.64,3544.39,4230870528,38010626048,0.00
2013-02-07 00:00:00,3539.47,3565.28,3526.03,3557.58,3870483456,36599181312,0.00
2013-02-08 00:00:00,3554.15,3618.84,3553.80,3606.49,3673128448,35364347904,0.00
2013-02-18 00:00:00,3625.03,3639.36,3604.01,3627.78,4438840832,40815546368,0.00
2013-02-19 00:00:00,3624.94,3630.65,3548.95,3561.36,4793806848,42275872768,0.00
2013-02-20 00:00:00,3555.59,3634.49,3553.49,3634.49,4389603840,40872435712,0.00
2013-02-21 00:00:00,3612.72,3612.72,3531.13,3560.72,5441162752,50565193728,0.00
2013-02-22 00:00:00,3552.67,3587.61,3543.06,3548.33,4136422144,39523155968,0.00
2013-02-25 00:00:00,3551.60,3594.98,3551.37,3587.59,3767710208,35661832192,0.00
2013-02-26 00:00:00,3573.95,3600.46,3533.26,3533.73,4338675712,41504133120,0.00
2013-02-27 00:00:00,3538.94,3568.68,3506.76,3536.39,3823254784,36609597440,0.00
2013-02-28 00:00:00,3544.06,3608.20,3535.98,3608.20,4606209024,42703450112,0.00
2013-03-01 00:00:00,3608.62,3648.55,3604.14,3648.55,5017265664,47911432192,0.00
2013-03-04 00:00:00,3614.56,3614.56,3497.05,3518.72,6130078208,55727374336,0.00
2013-03-05 00:00:00,3516.53,3593.22,3507.03,3593.22,4832257024,45805719552,0.00
2013-03-06 00:00:00,3605.36,3654.11,3605.36,3654.11,5824637952,55482834944,0.00
2013-03-07 00:00:00,3648.28,3651.74,3575.98,3609.64,5494145536,53496725504,0.00
2013-03-08 00:00:00,3608.90,3626.92,3564.22,3570.38,3964923904,38381068288,0.00
2013-03-11 00:00:00,3568.62,3588.70,3543.76,3571.11,3273366528,31010435072,0.00
2013-03-12 00:00:00,3570.47,3589.72,3438.19,3481.18,4406928384,40719835136,0.00
2013-03-13 00:00:00,3473.26,3477.10,3413.18,3449.35,3141551104,28827635712,0.00
2013-03-14 00:00:00,3443.78,3482.37,3440.02,3464.85,2775663104,25915222016,0.00
2013-03-15 00:00:00,3466.89,3525.53,3431.57,3471.21,3800305664,36029722624,0.00
2013-03-18 00:00:00,3461.87,3477.93,3423.52,3427.12,3615736576,34162311168,0.00
2013-03-19 00:00:00,3421.74,3442.06,3378.91,3438.07,3463203328,31250905088,0.00
2013-03-20 00:00:00,3436.84,3527.83,3432.58,3527.77,4530862080,39767863296,0.00
2013-03-21 00:00:00,3527.76,3575.84,3522.14,3565.02,4850444288,45250506752,0.00
2013-03-22 00:00:00,3561.12,3586.09,3549.07,3579.92,4281136896,38737281024,0.00
2013-03-25 00:00:00,3581.31,3590.82,3550.18,3568.52,3978482688,37323612160,0.00
2013-03-26 00:00:00,3556.30,3557.79,3504.57,3543.81,3813555200,35743326208,0.00
2013-03-27 00:00:00,3541.38,3579.39,3528.31,3552.26,3689400320,35430084608,0.00
2013-03-28 00:00:00,3526.54,3526.54,3448.66,3448.98,4125274112,37049155584,0.00
2013-03-29 00:00:00,3449.28,3470.48,3434.57,3447.28,3155551744,28629551104,0.00
2013-04-01 00:00:00,3449.54,3489.14,3448.29,3470.96,3295382272,30167400448,0.00
2013-04-02 00:00:00,3471.69,3504.28,3419.74,3428.50,3786367488,35182735360,0.00
2013-04-03 00:00:00,3429.89,3438.59,3382.22,3397.23,3672101888,32560826368,0.00
2013-04-08 00:00:00,3354.44,3411.38,3315.33,3411.13,3622082816,32252839936,0.00
2013-04-09 00:00:00,3411.40,3449.92,3411.40,3444.37,3418339584,30878492672,0.00
2013-04-10 00:00:00,3444.46,3455.69,3410.03,3437.27,3555170816,33103603712,0.00
2013-04-11 00:00:00,3442.93,3453.53,3420.76,3423.22,3192556800,28642369536,0.00
2013-04-12 00:00:00,3418.30,3434.67,3391.01,3394.52,2929498880,26198904832,0.00
2013-04-15 00:00:00,3382.00,3382.00,3336.41,3346.85,2930810624,25580177408,0.00
2013-04-16 00:00:00,3313.51,3383.31,3302.24,3383.08,2989388800,25812228096,0.00
2013-04-17 00:00:00,3381.61,3412.52,3373.03,3412.42,2879345920,26727030784,0.00
2013-04-18 00:00:00,3396.01,3434.05,3383.97,3423.01,3234672640,29865355264,0.00
2013-04-19 00:00:00,3423.44,3498.57,3422.97,3495.24,4333789184,39859245056,0.00
2013-04-22 00:00:00,3478.04,3511.72,3475.86,3511.62,4380969472,41273810944,0.00
2013-04-23 00:00:00,3509.20,3509.74,3412.21,3416.45,4361645056,39770062848,0.00
2013-04-24 00:00:00,3417.40,3489.52,3411.82,3484.57,4244921088,40524124160,0.00
2013-04-25 00:00:00,3473.01,3494.53,3431.15,3431.40,4883644416,46953029632,0.00
2013-04-26 00:00:00,3427.15,3438.32,3360.74,3367.77,3740291072,34801655808,0.00
2013-05-02 00:00:00,3354.47,3386.28,3345.44,3383.40,2943853568,28077105152,0.00
2013-05-03 00:00:00,3391.22,3459.98,3391.22,3448.64,3724433920,35659632640,0.00
2013-05-06 00:00:00,3456.28,3516.87,3456.28,3514.46,4424931328,42476584960,0.00
2013-05-07 00:00:00,3511.21,3531.55,3495.80,3521.48,4120139520,40099909632,0.00
2013-05-08 00:00:00,3524.79,3554.15,3517.94,3553.85,4230729472,41307430912,0.00
2013-05-09 00:00:00,3551.90,3557.02,3517.59,3555.77,4930172416,49151025152,0.00
2013-05-10 00:00:00,3550.03,3577.33,3536.17,3577.33,4466670592,44817879040,0.00
2013-05-13 00:00:00,3577.30,3591.09,3565.49,3590.76,3946577920,38932041728,0.00
2013-05-14 00:00:00,3586.32,3586.32,3524.58,3549.30,3808365824,36835082240,0.00
2013-05-15 00:00:00,3549.74,3597.24,3548.55,3597.11,3648741888,37037744128,0.00
2013-05-16 00:00:00,3594.30,3647.49,3578.09,3635.76,5239356928,50602541056,0.00
2013-05-17 00:00:00,3632.61,3695.24,3631.26,3691.40,5939850240,54997639168,0.00
2013-05-20 00:00:00,3700.09,3740.58,3686.76,3737.75,6679882752,66738548736,0.00
2013-05-21 00:00:00,3733.67,3787.10,3727.67,3787.06,6769011712,66347954176,0.00
2013-05-22 00:00:00,3782.97,3795.17,3740.22,3755.87,6531326976,63037517824,0.00
2013-05-23 00:00:00,3740.44,3783.97,3716.29,3724.23,5781309440,54473097216,0.00
2013-05-24 00:00:00,3723.62,3782.17,3723.62,3782.07,5023894016,48927064064,0.00
2013-05-27 00:00:00,3784.47,3820.59,3782.27,3820.43,5552935936,55508754432,0.00
2013-05-28 00:00:00,3820.24,3829.97,3770.65,3827.78,6007156736,58861068288,0.00
2013-05-29 00:00:00,3830.22,3858.92,3828.29,3856.32,5831909376,57096105984,0.00
2013-05-30 00:00:00,3843.16,3872.26,3835.22,3865.13,5445480960,55483912192,0.00
2013-05-31 00:00:00,3867.59,3884.68,3840.70,3841.22,5506793472,56207609856,0.00
2013-06-03 00:00:00,3836.77,3855.79,3803.36,3814.51,4838775296,49391591424,0.00
2013-06-04 00:00:00,3809.55,3811.65,3707.56,3739.72,4924970496,48610521088,0.00
2013-06-05 00:00:00,3733.95,3759.52,3718.12,3755.15,3661617408,37010108416,0.00
2013-06-06 00:00:00,3742.50,3742.50,3686.25,3688.74,3881376512,38013943808,0.00
2013-06-07 00:00:00,3690.96,3701.22,3593.97,3616.21,4070865152,39558664192,0.00
2013-06-13 00:00:00,3573.90,3573.90,3446.25,3515.05,3724168192,34264500224,0.00
2013-06-14 00:00:00,3519.37,3591.25,3519.33,3584.98,3464384000,35265957888,0.00
2013-06-17 00:00:00,3593.51,3620.95,3565.28,3593.37,3564596992,37328973824,0.00
2013-06-18 00:00:00,3594.90,3613.03,3557.46,3605.76,3133290752,31369486336,0.00
2013-06-19 00:00:00,3588.77,3588.77,3525.45,3583.30,3289541632,32107538432,0.00
2013-06-20 00:00:00,3562.13,3566.36,3463.13,3465.00,3302402560,32563648512,0.00
2013-06-21 00:00:00,3401.47,3464.59,3347.76,3446.48,3228984064,30756538368,0.00
2013-06-24 00:00:00,3439.87,3439.87,3200.67,3232.96,4053654016,36506607616,0.00
2013-06-25 00:00:00,3202.66,3243.40,2981.69,3219.13,5155439104,44250329088,0.00
2013-06-26 00:00:00,3222.68,3285.82,3200.16,3285.82,3990059008,38224846848,0.00
2013-06-27 00:00:00,3293.08,3339.86,3231.15,3233.22,4496868864,42517430272,0.00
2013-06-28 00:00:00,3212.25,3292.91,3176.24,3235.98,3864059648,34979635200,0.00
2013-07-01 00:00:00,3226.62,3304.59,3210.66,3304.59,3532662784,33608710144,0.00
2013-07-02 00:00:00,3304.99,3359.12,3295.33,3359.05,4038507520,39563448320,0.00
2013-07-03 00:00:00,3346.11,3372.63,3288.02,3364.18,4431065600,42556346368,0.00
2013-07-04 00:00:00,3342.01,3427.38,3325.27,3390.49,4693895680,44347113472,0.00
2013-07-05 00:00:00,3392.58,3427.98,3371.32,3371.53,4395283456,40669749248,0.00
2013-07-08 00:00:00,3322.14,3322.14,3240.11,3240.48,3995247104,36284239872,0.00
2013-07-09 00:00:00,3231.70,3263.39,3210.73,3259.91,3009463552,28150382592,0.00
2013-07-10 00:00:00,3259.84,3361.39,3257.90,3361.39,4186412544,38711689216,0.00
2013-07-11 00:00:00,3364.84,3484.79,3364.23,3455.88,6332352000,56898560000,0.00
2013-07-12 00:00:00,3453.44,3490.50,3424.28,3425.14,5180821504,50056306688,0.00
2013-07-15 00:00:00,3432.26,3493.72,3431.50,3493.44,4658588672,45609099264,0.00
2013-07-16 00:00:00,3496.73,3536.31,3474.36,3536.31,4931472384,48308412416,0.00
2013-07-17 00:00:00,3529.71,3552.37,3474.36,3485.07,5004677632,49055064064,0.00
2013-07-18 00:00:00,3476.18,3505.18,3445.33,3481.20,4598343680,45744852992,0.00
2013-07-19 00:00:00,3479.53,3510.11,3394.31,3394.31,5098659328,49889751040,0.00
2013-07-22 00:00:00,3374.57,3461.70,3359.39,3461.28,4199297280,41787752448,0.00
2013-07-23 00:00:00,3470.60,3545.05,3470.60,3544.97,5354383360,53322694656,0.00
2013-07-24 00:00:00,3536.16,3575.00,3500.08,3566.28,5654974464,56316923904,0.00
2013-07-25 00:00:00,3561.51,3572.55,3496.31,3498.24,5086679040,51562676224,0.00
2013-07-26 00:00:00,3486.96,3520.49,3449.61,3494.16,3935843328,38981410816,0.00
2013-07-29 00:00:00,3477.26,3484.64,3423.77,3426.59,3919105280,36668784640,0.00
2013-07-30 00:00:00,3426.96,3449.54,3349.55,3411.22,3659272704,34953449472,0.00
2013-07-31 00:00:00,3428.13,3462.09,3418.72,3430.74,3582566144,33393084416,0.00
2013-08-01 00:00:00,3435.08,3521.16,3429.72,3521.15,4422596608,42269872128,0.00
2013-08-02 00:00:00,3535.89,3563.19,3528.64,3533.61,4726402048,44429897728,0.00
2013-08-05 00:00:00,3531.65,3592.87,3528.85,3592.54,4172185088,40115302400,0.00
2013-08-06 00:00:00,3589.52,3638.70,3581.53,3631.12,4979607040,47335575552,0.00
2013-08-07 00:00:00,3628.00,3644.21,3589.34,3596.32,5261651456,49976414208,0.00
2013-08-08 00:00:00,3589.16,3627.25,3577.58,3605.85,4244996864,41185099776,0.00
2013-08-09 00:00:00,3611.78,3637.91,3570.78,3618.74,4435769344,43821527040,0.00
2013-08-12 00:00:00,3629.51,3676.20,3628.95,3676.20,5649268736,53214490624,0.00
2013-08-13 00:00:00,3677.11,3695.56,3669.49,3695.55,5264948224,45698166784,0.00
2013-08-14 00:00:00,3694.68,3706.77,3662.04,3681.08,5298329088,47033335808,0.00
2013-08-15 00:00:00,3674.65,3686.26,3629.34,3631.32,4373973504,41626247168,0.00
2013-08-16 00:00:00,3611.28,3688.69,3550.82,3554.35,5363559936,49148538880,0.00
2013-08-19 00:00:00,3528.91,3609.17,3522.15,3609.03,3846959360,35417006080,0.00
2013-08-20 00:00:00,3606.61,3634.05,3580.19,3599.64,4315981824,40942686208,0.00
2013-08-21 00:00:00,3596.93,3627.91,3577.82,3627.50,4261988352,39002161152,0.00
2013-08-22 00:00:00,3621.89,3650.11,3615.71,3636.47,4613253632,43266633728,0.00
2013-08-23 00:00:00,3644.68,3654.73,3560.13,3627.97,5483723264,52538564608,0.00
2013-08-26 00:00:00,3629.36,3703.79,3627.31,3703.59,5352259072,50848497664,0.00
2013-08-27 00:00:00,3702.58,3732.22,3691.16,3732.10,5746790912,51583008768,0.00
2013-08-28 00:00:00,3707.53,3740.13,3680.50,3703.92,7020593152,63585746944,0.00
2013-08-29 00:00:00,3703.05,3715.85,3679.08,3701.08,6293668352,53345964032,0.00
2013-08-30 00:00:00,3702.85,3727.30,3645.36,3664.15,7706919424,64028442624,0.00
2013-09-02 00:00:00,3674.68,3695.09,3633.46,3689.96,6286094336,52818472960,0.00
2013-09-03 00:00:00,3685.34,3745.24,3680.15,3744.87,5962664448,50108690432,0.00
2013-09-04 00:00:00,3747.23,3766.41,3734.78,3755.24,6236384800,54486355968,0.00
2013-09-05 00:00:00,3749.94,3776.00,3741.46,3762.57,6068110500,54687166464,0.00
2013-09-06 00:00:00,3758.91,3799.07,3754.64,3792.83,6060311700,56989302784,0.00
2013-09-09 00:00:00,3799.45,3835.48,3793.11,3831.93,7293221900,67253506048,0.00
2013-09-10 00:00:00,3836.47,3871.19,3832.32,3870.92,8106345200,71770710016,0.00
2013-09-11 00:00:00,3876.59,3876.77,3814.28,3834.26,8802626600,76016246784,0.00
2013-09-12 00:00:00,3824.75,3857.52,3815.74,3845.07,6727343900,57448640512,0.00
2013-09-13 00:00:00,3846.45,3858.43,3825.18,3849.82,6486534300,56409493504,0.00
2013-09-16 00:00:00,3852.36,3870.73,3836.41,3854.21,5568231100,52644028416,0.00
2013-09-17 00:00:00,3851.66,3851.66,3785.23,3786.29,5755855300,53088751616,0.00
2013-09-18 00:00:00,3780.70,3823.01,3776.70,3822.12,4446441000,43668160512,0.00
2013-09-23 00:00:00,3830.95,3899.86,3830.95,3899.62,5652713900,56490893312,0.00
2013-09-24 00:00:00,3897.41,3915.98,3864.44,3903.52,6507975400,63947874304,0.00
2013-09-25 00:00:00,3899.61,3930.60,3881.60,3889.22,7019162200,67886690304,0.00
2013-09-26 00:00:00,3879.48,3883.39,3806.64,3808.22,5902757300,56763482112,0.00
2013-09-27 00:00:00,3805.50,3841.54,3802.90,3822.76,4354926600,44024205312,0.00
2013-09-30 00:00:00,3834.17,3873.49,3834.01,3872.89,3945458200,41763487744,0.00
2013-10-08 00:00:00,3875.52,3938.07,3866.68,3938.07,5513437900,55498919936,0.00
2013-10-09 00:00:00,3928.40,3981.45,3915.73,3981.06,6021401200,58126061568,0.00
2013-10-10 00:00:00,3990.78,4000.49,3947.84,3959.63,6980745400,66293047296,0.00
2013-10-11 00:00:00,3975.11,4027.32,3975.11,4026.92,7201558200,68678643712,0.00
2013-10-14 00:00:00,4034.19,4069.78,4024.59,4068.32,7469228800,72971051008,0.00
2013-10-15 00:00:00,4074.83,4080.11,4043.79,4074.08,7567178200,72950259712,0.00
2013-10-16 00:00:00,4063.82,4063.82,3941.59,3963.21,7783795200,75722342400,0.00
2013-10-17 00:00:00,3980.47,4010.62,3944.97,3956.97,6631917800,63201378304,0.00
2013-10-18 00:00:00,3954.59,3978.34,3937.24,3970.64,5077960100,48046874624,0.00
2013-10-21 00:00:00,3977.26,4069.22,3968.39,4069.03,6605729100,64778993664,0.00
2013-10-22 00:00:00,4070.66,4089.10,4014.26,4026.52,7364594300,74639745024,0.00
2013-10-23 00:00:00,4026.56,4039.43,3906.51,3924.22,6770842100,62951198720,0.00
2013-10-24 00:00:00,3914.24,3933.73,3889.34,3898.16,4494228200,42767683584,0.00
2013-10-25 00:00:00,3902.23,3916.92,3796.07,3821.78,4990523700,49387094016,0.00
2013-10-28 00:00:00,3820.67,3828.72,3785.91,3808.70,3956984300,38708764672,0.00
2013-10-29 00:00:00,3801.93,3827.12,3600.43,3703.86,5573976200,51444645888,0.00
2013-10-30 00:00:00,3694.31,3764.60,3688.39,3764.45,4154928200,38696493056,0.00
2013-10-31 00:00:00,3757.81,3757.81,3710.69,3713.83,4178754400,38030667776,0.00
2013-11-01 00:00:00,3698.47,3720.44,3661.74,3702.45,3338735700,30914885632,0.00
2013-11-04 00:00:00,3705.45,3744.59,3705.43,3728.19,3285215200,30522019840,0.00
2013-11-05 00:00:00,3719.94,3777.63,3688.21,3777.40,3949816500,36353839104,0.00
2013-11-06 00:00:00,3768.73,3799.82,3737.11,3737.11,4509725200,41298448384,0.00
2013-11-07 00:00:00,3722.24,3734.86,3677.53,3685.04,3481496300,33087625216,0.00
2013-11-08 00:00:00,3670.35,3678.23,3618.93,3629.94,3494673000,32624375808,0.00
2013-11-11 00:00:00,3626.19,3659.66,3600.09,3645.84,2735750000,26340249600,0.00
2013-11-12 00:00:00,3645.37,3681.07,3634.87,3680.54,3005498100,28351838208,0.00
2013-11-13 00:00:00,3677.35,3677.35,3611.76,3611.76,3295728600,30074798080,0.00
2013-11-14 00:00:00,3602.85,3660.04,3575.84,3659.83,3310775900,31634534400,0.00
2013-11-15 00:00:00,3661.28,3766.36,3661.28,3736.45,4882691000,47107809280,0.00
2013-11-18 00:00:00,3759.12,3828.02,3755.50,3827.88,5626400600,53555695616,0.00
2013-11-19 00:00:00,3830.45,3851.57,3814.52,3840.36,5088261100,49083846656,0.00
2013-11-20 00:00:00,3842.25,3878.70,3827.38,3878.58,4858289500,46676500480,0.00
2013-11-21 00:00:00,3865.57,3878.24,3838.54,3865.41,5398687300,49106391040,0.00
2013-11-22 00:00:00,3868.50,3880.72,3835.92,3842.76,4902397900,45404286976,0.00
2013-11-25 00:00:00,3834.81,3874.10,3824.65,3839.60,4643488800,42870009856,0.00
2013-11-26 00:00:00,3837.87,3855.97,3822.13,3845.68,4295441500,40463720448,0.00
2013-11-27 00:00:00,3843.65,3890.05,3837.14,3889.76,4722105800,46761263104,0.00
2013-11-28 00:00:00,3897.26,3945.53,3895.11,3922.67,5544796400,53130334208,0.00
2013-11-29 00:00:00,3924.42,3947.91,3919.72,3946.38,4847324600,49411280896,0.00
2013-12-02 00:00:00,3870.03,3905.68,3737.32,3770.86,6678309100,64791453696,0.00
2013-12-03 00:00:00,3755.19,3861.16,3750.96,3859.95,4694205800,45238702080,0.00
2013-12-04 00:00:00,3856.35,3959.11,3852.47,3933.00,6414188300,61605072896,0.00
2013-12-05 00:00:00,3931.14,3944.70,3911.27,3928.72,4952427600,48484982784,0.00
2013-12-06 00:00:00,3924.64,3941.54,3906.80,3918.78,4282279000,41729851392,0.00
2013-12-09 00:00:00,3928.16,3948.06,3924.81,3947.70,4010473800,40766214144,0.00
2013-12-10 00:00:00,3948.57,3965.16,3930.00,3950.49,4588425400,45669978112,0.00
2013-12-11 00:00:00,3941.90,3941.90,3878.33,3906.78,4618804700,43699032064,0.00
2013-12-12 00:00:00,3903.45,3943.03,3900.95,3916.96,3909067400,38454525952,0.00
2013-12-13 00:00:00,3901.99,3932.89,3886.97,3925.43,3589454900,35209973760,0.00
2013-12-16 00:00:00,3929.38,3932.60,3854.47,3857.72,4104767600,40162443264,0.00
2013-12-17 00:00:00,3854.78,3867.78,3824.97,3834.03,3187531100,31628625920,0.00
2013-12-18 00:00:00,3836.02,3855.36,3819.07,3834.05,2698321600,26497718272,0.00
2013-12-19 00:00:00,3840.28,3859.22,3793.40,3795.02,2818348800,27594027008,0.00
2013-12-20 00:00:00,3792.68,3807.55,3736.40,3747.00,2920045600,28581621760,0.00
2013-12-23 00:00:00,3745.94,3757.39,3687.40,3742.74,2669013100,26950008832,0.00
2013-12-24 00:00:00,3746.65,3799.77,3738.76,3768.70,2861014800,29958057984,0.00
2013-12-25 00:00:00,3766.20,3808.46,3756.71,3808.45,2695198800,29515511808,0.00
2013-12-26 00:00:00,3809.50,3809.50,3741.61,3743.13,3311604800,33000779776,0.00
2013-12-27 00:00:00,3737.64,3809.47,3734.65,3800.77,3221514200,31632394240,0.00
2013-12-30 00:00:00,3815.68,3828.97,3803.79,3813.00,3165404000,30936809472,0.00
2013-12-31 00:00:00,3805.70,3829.80,3789.82,3829.10,2927606200,29310879744,0.00
2014-01-02 00:00:00,3823.32,3848.25,3813.81,3847.88,3080026000,31417806848,0.00
2014-01-03 00:00:00,3841.22,3843.36,3802.99,3816.32,3481756100,35851632640,0.00
2014-01-06 00:00:00,3806.59,3806.59,3709.91,3710.90,3451186600,33089075200,0.00
2014-01-07 00:00:00,3699.90,3740.72,3688.42,3733.66,2720862100,27587590144,0.00
2014-01-08 00:00:00,3735.50,3768.50,3726.11,3738.20,3194344100,32589002752,0.00
2014-01-09 00:00:00,3732.86,3768.62,3693.64,3696.02,3335413500,34352021504,0.00
2014-01-10 00:00:00,3685.02,3689.19,3619.68,3628.63,3139330300,29759860736,0.00
2014-01-13 00:00:00,3628.53,3657.69,3588.74,3612.02,2784241500,27652485120,0.00
2014-01-14 00:00:00,3610.64,3683.53,3601.99,3683.53,2856510400,27864934400,0.00
2014-01-15 00:00:00,3681.04,3708.54,3675.64,3708.14,2947919300,30178562048,0.00
2014-01-16 00:00:00,3709.38,3738.08,3703.19,3714.31,2958331200,29674608640,0.00
2014-01-17 00:00:00,3704.36,3704.96,3669.59,3671.91,2532529300,25832781824,0.00
2014-01-20 00:00:00,3666.30,3680.01,3627.65,3644.12,2380574700,24791855104,0.00
2014-01-21 00:00:00,3645.34,3700.59,3645.34,3700.11,2849780400,29215574016,0.00
2014-01-22 00:00:00,3707.08,3799.06,3707.03,3799.04,4184904700,42102247424,0.00
2014-01-23 00:00:00,3801.75,3841.03,3795.47,3825.49,4070580200,44043321344,0.00
2014-01-24 00:00:00,3817.08,3890.53,3811.14,3882.67,4579074800,48820002816,0.00
2014-01-27 00:00:00,3867.57,3916.67,3854.87,3881.95,4263680500,45982998528,0.00
2014-01-28 00:00:00,3882.01,3906.57,3847.03,3873.81,3194653300,35468333056,0.00
2014-01-29 00:00:00,3878.31,3913.12,3878.31,3908.45,3300838100,36653826048,0.00
2014-01-30 00:00:00,3900.01,3908.61,3877.57,3885.42,2854994000,30952128512,0.00
2014-02-07 00:00:00,3864.89,3957.93,3854.98,3957.67,3403656600,37584977920,0.00
2014-02-10 00:00:00,3972.86,4074.63,3972.86,4074.63,5775494900,62830624768,0.00
2014-02-11 00:00:00,4081.54,4099.77,4031.95,4080.38,6187682100,66427604992,0.00
2014-02-12 00:00:00,4083.82,4125.71,4064.35,4125.41,5903926600,60189978624,0.00
2014-02-13 00:00:00,4123.22,4137.59,4064.42,4064.42,6105150000,62110134272,0.00
2014-02-14 00:00:00,4063.79,4134.23,4060.09,4134.16,5063115800,52265410560,0.00
2014-02-17 00:00:00,4152.04,4213.14,4152.04,4212.74,6246941700,65593954304,0.00
2014-02-18 00:00:00,4216.61,4219.03,4188.07,4207.70,6391329600,66766225408,0.00
2014-02-19 00:00:00,4206.02,4232.88,4180.91,4207.99,6121776100,63154499584,0.00
2014-02-20 00:00:00,4211.70,4221.63,4139.20,4149.07,6256447800,62300131328,0.00
2014-02-21 00:00:00,4142.30,4156.79,4085.82,4121.92,4801788300,47228928000,0.00
2014-02-24 00:00:00,4102.56,4105.79,4043.51,4105.79,5123873300,52821389312,0.00
2014-02-25 00:00:00,4109.49,4141.26,3937.17,3961.44,6566527100,70061219840,0.00
2014-02-26 00:00:00,3941.12,3988.06,3883.96,3987.48,4885673600,49764847616,0.00
